"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
1,31,2019,"1/31/2019",0,1,1,NA,"Winter","TX","High School","No","Evening","16","Handgun","Teen"
1,31,2019,"1/31/2019",0,1,1,NA,"Winter","TN","High School","No","School Event",NA,"Other",NA
1,30,2019,"1/30/2019",0,1,1,NA,"Winter","GA","High School","No","Evening","16","Handgun","Teen"
1,27,2019,"1/27/2019",0,0,0,"Local","Winter","NV","High School","No","Night","35","Handgun","Adult"
1,25,2019,"1/25/2019",0,0,0,NA,"Winter","TN","High School","Yes","School Start","16","Other","Teen"
1,25,2019,"1/25/2019",0,0,0,NA,"Winter","TN","High School","Yes","School Start","16","Other","Teen"
1,25,2019,"1/25/2019",0,2,2,NA,"Winter","AL","High School","No","Sport Event","15","Handgun","Teen"
1,19,2019,"1/19/2019",0,2,2,NA,"Winter","KS","Middle school","No","Night",NA,"Shotgun",NA
1,18,2019,"1/18/2019",0,0,0,NA,"Winter","MO","High School","Yes","Afternoon Classes",NA,"Handgun",NA
1,18,2019,"1/18/2019",0,0,0,NA,"Winter","AL","High School","Yes","Afternoon Classes","19","Handgun","Adult"
1,11,2019,"1/11/2019",1,0,1,NA,"Winter","OR","Middle school","Yes","Morning Classes","30","Handgun","Adult"
12,18,2018,"12/18/2018",0,0,0,NA,"Winter","DE","High School","No","Sport Event",NA,"Handgun",NA
12,14,2018,"12/14/2018",0,0,0,NA,"Winter","MO","High School","Yes","Dismissal","Teen","Handgun","Teen"
12,13,2018,"12/13/2018",0,0,0,"National","Winter","IN","Middle school","Yes","Morning Classes","14","Handgun","Teen"
12,13,2018,"12/13/2018",0,0,0,"National","Winter","IN","Middle school","Yes","Morning Classes","14","Rifle","Teen"
12,11,2018,"12/11/2018",0,2,2,NA,"Winter","KY","Elementary","No","Evening",NA,"Other",NA
12,10,2018,"12/10/2018",0,0,0,NA,"Winter","NY","High School","Yes","Morning Classes","17","Handgun","Teen"
11,24,2018,"11/24/2018",0,2,2,NA,"Fall","OH","K-12th","No","Not a School Day","Adult","Handgun","Adult"
11,22,2018,"11/22/2018",1,0,1,NA,"Fall","TX","High School","No","Not a School Day","Teen","Handgun","Teen"
11,22,2018,"11/22/2018",0,1,1,NA,"Fall","WA","High School","No","Sport Event","Adult","Handgun","Adult"
11,21,2018,"11/21/2018",0,0,0,NA,"Fall","MI","K-8th","No","Not a School Day","22","Other","Adult"
11,20,2018,"11/20/2018",0,1,1,NA,"Fall","VA","Elementary","No","Dismissal","29","Handgun","Adult"
11,12,2018,"11/12/2018",0,0,0,NA,"Fall","MD","High School","Yes","Afternoon Classes",NA,"Handgun",NA
11,9,2018,"11/9/2018",0,0,0,NA,"Fall","GA","Middle school","Yes",NA,"Teen","Handgun","Teen"
11,5,2018,"11/5/2018",0,0,0,NA,"Fall","SC","K-8th","Yes","Morning Classes","12","Other","Teen"
11,4,2018,"11/4/2018",1,1,2,NA,"Fall","KY","Elementary","No","Evening","Adult","Handgun","Adult"
10,29,2018,"10/29/2018",1,0,1,"National","Fall","NC","High School","Yes","Morning Classes","16","Handgun","Teen"
10,26,2018,"10/26/2018",1,0,1,"Regional","Fall","FL","Elementary","No","School Event","16","Handgun","Teen"
10,23,2018,"10/23/2018",0,1,1,NA,"Fall","NH","Elementary","Yes","Afternoon Classes",NA,"Other",NA
10,22,2018,"10/22/2018",0,0,0,NA,"Fall","CT","Elementary","No","Before School","18","Handgun","Teen"
10,20,2018,"10/20/2018",1,0,1,NA,"Fall","GA","Middle school","No","Not a School Day","18","Handgun","Teen"
10,7,2018,"10/7/2018",0,1,1,NA,"Fall","VA","High School","No","Sport Event",NA,"Handgun",NA
10,5,2018,"10/5/2018",0,1,1,NA,"Fall","VA","High School","No","Sport Event",NA,"Handgun",NA
10,5,2018,"10/5/2018",0,2,2,NA,"Fall","TN","High School","No","Sport Event","16","Handgun","Teen"
10,4,2018,"10/4/2018",0,0,0,NA,"Fall","OR","Elementary","Yes","After School","Adult","Handgun","Adult"
10,3,2018,"10/3/2018",0,1,1,"Local","Fall","AK","Elementary","Yes","Morning Classes","26","Handgun","Adult"
10,2,2018,"10/2/2018",0,0,0,NA,"Fall","AR","Elementary","Yes","Morning Classes",NA,"Handgun",NA
9,28,2018,"9/28/2018",0,0,0,NA,"Fall","SD","High School","No","Sport Event","20","Handgun","Adult"
9,27,2018,"9/27/2018",0,1,1,NA,"Fall","TX","High School","No","Sport Event","47","Handgun","Adult"
9,26,2018,"9/26/2018",0,0,0,NA,"Fall","MD","Elementary","Yes","Morning Classes","Teen","Handgun","Teen"
9,24,2018,"9/24/2018",0,0,0,NA,"Fall","GA","High School","Yes","Morning Classes","Teen","Handgun","Teen"
9,24,2018,"9/24/2018",1,0,1,NA,"Fall","PA","High School","Yes","School Start",NA,"Handgun",NA
9,24,2018,"9/24/2018",1,0,1,NA,"Fall","PA","High School","Yes","School Start",NA,"Handgun",NA
9,24,2018,"9/24/2018",0,0,0,NA,"Fall","NC","Elementary","Yes","School Start",NA,"Handgun",NA
9,20,2018,"9/20/2018",0,2,2,NA,"Fall","CA","High School","Yes","Lunch","18","Handgun","Teen"
9,20,2018,"9/20/2018",0,2,2,NA,"Fall","CA","High School","Yes","Lunch","20","Handgun","Adult"
9,17,2018,"9/17/2018",0,1,1,NA,"Fall","AL","Elementary","Yes","Morning Classes","7","Handgun","Child"
9,14,2018,"9/14/2018",0,0,0,NA,"Fall","FL","High School","Yes","Before School","Teen","Handgun","Teen"
9,14,2018,"9/14/2018",0,0,0,NA,"Fall","WA","High School","No","Sport Event",NA,"Handgun",NA
9,11,2018,"9/11/2018",1,0,1,NA,"Fall","NV","High School","No","After School","16","Handgun","Teen"
9,10,2018,"9/10/2018",0,3,3,NA,"Fall","IL","High School","Yes","Dismissal",NA,"Handgun",NA
9,9,2018,"9/9/2018",0,0,0,NA,"Fall","CA","High School","No","Not a School Day","Adult","Handgun","Adult"
9,5,2018,"9/5/2018",1,0,1,"Local","Fall","RI","High School","Yes","Dismissal","16","Handgun","Teen"
9,3,2018,"9/3/2018",1,0,1,"Local","Fall","NY","Elementary","No","Evening",NA,"Handgun",NA
8,31,2018,"8/31/2018",0,0,0,"Local","Summer","CA","High School","Yes","Afternoon Classes","Teen","Handgun","Teen"
8,31,2018,"8/31/2018",0,0,0,"Local","Summer","IA","Junior High","Yes","Morning Classes","12","Handgun","Teen"
8,30,2018,"8/30/2018",0,0,0,"Local","Summer","NC","Elementary","Yes","School Start","34","Handgun","Adult"
8,28,2018,"8/28/2018",0,1,1,NA,"Summer","CO","Middle school","Yes","Afternoon Classes","14","Handgun","Teen"
8,24,2018,"8/24/2018",1,2,3,NA,"Summer","FL","High School","No","Sport Event","16","Handgun","Teen"
8,23,2018,"8/23/2018",0,0,0,NA,"Summer","AL","High School","No","Sport Event",NA,"Handgun",NA
8,17,2018,"8/17/2018",0,2,2,"National","Summer","FL","High School","No","Sport Event",NA,"Handgun",NA
8,11,2018,"8/11/2018",0,1,1,NA,"Summer","TN","High School","No","Sport Event","30","Handgun","Adult"
8,3,2018,"8/3/2018",0,0,0,"Local","Summer","IA","Elementary","No","Afternoon Classes","32","Handgun","Adult"
8,3,2018,"8/3/2018",0,0,0,"Local","Summer","IA","Elementary","No","Afternoon Classes","23","Handgun","Adult"
8,3,2018,"8/3/2018",0,0,0,"Local","Summer","IA","Elementary","No","Afternoon Classes","Adult","Handgun","Adult"
7,17,2018,"7/17/2018",0,0,0,NA,"Summer","WV","High School","No","After School","Adult","Handgun","Adult"
7,3,2018,"7/3/2018",1,1,2,"Local","Summer","KS","Elementary","No","Not a School Day","32","Handgun","Adult"
6,25,2018,"6/25/2018",0,1,1,"Local","Summer","OH","Elementary","No","After School","14","Handgun","Teen"
6,25,2018,"6/25/2018",0,1,1,"Local","Summer","OH","Elementary","No","After School","16","Handgun","Teen"
6,24,2018,"6/24/2018",0,2,2,"Local","Summer","MT","High School","No","Sport Event","17","Handgun","Teen"
5,25,2018,"5/25/2018",0,2,2,"National","Spring","IN","Middle school","Yes","Morning Classes","13","Handgun","Teen"
5,25,2018,"5/25/2018",0,2,2,"National","Spring","IN","Middle school","Yes","Morning Classes","13","Handgun","Teen"
5,18,2018,"5/18/2018",10,13,23,"National","Spring","TX","High School","Yes","Morning Classes","17","Handgun","Teen"
5,18,2018,"5/18/2018",10,13,23,"National","Spring","TX","High School","Yes","Morning Classes","17","Shotgun","Teen"
5,18,2018,"5/18/2018",1,2,3,NA,"Spring","GA","High School","No","School Event",NA,"Handgun",NA
5,17,2018,"5/17/2018",0,2,2,NA,"Spring","MO","High School","No","School Event","21","Handgun","Adult"
5,16,2018,"5/16/2018",0,1,1,NA,"Spring","IL","High School","Yes","Morning Classes","19","Rifle","Adult"
5,11,2018,"5/11/2018",0,1,1,NA,"Spring","CA","High School","No","Before School","14","Rifle","Teen"
5,5,2018,"5/5/2018",0,0,0,NA,"Spring","MI","High School","No","Sport Event","Adult","Handgun","Adult"
4,25,2018,"4/25/2018",0,1,1,"Local","Spring","NM","High School","Yes","Dismissal","Adult","Handgun","Adult"
4,23,2018,"4/23/2018",0,0,0,"Local","Spring","GA","High School","Yes","Lunch",NA,"Handgun",NA
4,20,2018,"4/20/2018",0,1,1,"National","Spring","FL","High School","Yes","Morning Classes","19","Shotgun","Adult"
4,19,2018,"4/19/2018",0,0,0,NA,"Spring","MI","High School","Yes","Afternoon Classes",NA,"Handgun",NA
4,12,2018,"4/12/2018",0,1,1,NA,"Spring","MO","Middle school","No","Sport Event",NA,"Handgun",NA
4,9,2018,"4/9/2018",0,1,1,"Local","Spring","NY","Middle school","Yes","Morning Classes","16","Handgun","Teen"
3,29,2018,"3/29/2018",0,0,0,NA,"Spring","KY","High School","Yes","Afternoon Classes","51","Handgun","Adult"
3,28,2018,"3/28/2018",0,0,0,"Local","Spring","MS","High School","No","After School","21","Handgun","Adult"
3,20,2018,"3/20/2018",1,1,2,"National","Spring","MD","High School","Yes","School Start","17","Handgun","Teen"
3,16,2018,"3/16/2018",0,0,0,"Local","Spring","MT","High School","Yes","Lunch","Adult","Handgun","Adult"
3,13,2018,"3/13/2018",0,0,0,"Regional","Spring","VA","Middle school","Yes","Morning Classes","27","Handgun","Adult"
3,13,2018,"3/13/2018",0,0,0,NA,"Spring","CA","High School","Yes","Morning Classes","Adult","Handgun","Adult"
3,9,2018,"3/9/2018",0,0,0,NA,"Spring","KY","High School","Yes","Morning Classes","Teen","Handgun","Teen"
3,7,2018,"3/7/2018",1,0,1,NA,"Spring","AL","High School","Yes","After School","17","Handgun","Teen"
2,28,2018,"2/28/2018",0,0,0,"National","Winter","GA","High School","Yes","Morning Classes","53","Handgun","Adult"
2,26,2018,"2/26/2018",0,0,0,NA,"Winter","WA","High School","Yes","Lunch","Teen","Handgun","Teen"
2,20,2018,"2/20/2018",0,0,0,NA,"Winter","OH","Middle school","Yes","School Start","13","Rifle","Teen"
2,15,2018,"2/15/2018",0,0,0,NA,"Winter","FL","K-12th","Yes","Morning Classes","Adult","Handgun","Adult"
2,14,2018,"2/14/2018",17,17,34,"International","Winter","FL","High School","Yes","Afternoon Classes","19","Rifle","Adult"
2,9,2018,"2/9/2018",0,1,1,"Regional","Winter","TN","High School","No","Dismissal","14","Handgun","Teen"
2,8,2018,"2/8/2018",0,0,0,NA,"Winter","NY","High School","Yes","Afternoon Classes","17","Handgun","Teen"
2,5,2018,"2/5/2018",0,0,0,NA,"Winter","MN","Elementary","Yes","Afternoon Classes","Child","Handgun","Child"
2,5,2018,"2/5/2018",0,1,1,"International","Winter","MD","High School","No","Evening","18","Handgun","Teen"
2,5,2018,"2/5/2018",0,1,1,"International","Winter","MD","High School","No","Evening","17","Handgun","Teen"
2,1,2018,"2/1/2018",0,2,2,"Regional","Winter","CA","Middle school","Yes","Morning Classes","12","Handgun","Teen"
1,25,2018,"1/25/2018",0,0,0,"Local","Winter","AL","High School","Yes","Morning Classes","16","Handgun","Teen"
1,23,2018,"1/23/2018",2,18,20,"National","Winter","KY","High School","Yes","Morning Classes","15","Handgun","Teen"
1,22,2018,"1/22/2018",0,1,1,"National","Winter","TX","High School","Yes","Before School","16","Handgun","Teen"
1,16,2018,"1/16/2018",0,0,0,NA,"Winter","VT","High School","Yes","Morning Classes","32","Handgun","Adult"
1,9,2018,"1/9/2018",0,0,0,"Local","Winter","AZ","Elementary","Yes","Morning Classes","14","Handgun","Teen"
12,27,2017,"12/27/2017",0,1,1,NA,"Winter","CA","Elementary","No","Evening","Adult","Handgun","Adult"
12,19,2017,"12/19/2017",0,1,1,NA,"Winter","MI","High School","No","Sport Event",NA,"Handgun",NA
12,14,2017,"12/14/2017",0,0,0,NA,"Winter","TX","Elementary","Yes","Dismissal","Child","Handgun","Child"
12,11,2017,"12/11/2017",0,0,0,"Regional","Winter","NC","High School","Yes","Afternoon Classes","15","Handgun","Teen"
12,11,2017,"12/11/2017",0,0,0,"Regional","Winter","NC","High School","Yes","Afternoon Classes","15","Handgun","Teen"
12,9,2017,"12/9/2017",0,3,3,NA,"Winter","IL","High School","No","Sport Event",NA,"Handgun",NA
12,7,2017,"12/7/2017",2,0,2,"National","Winter","NM","High School","Yes","Morning Classes","21","Handgun","Adult"
11,29,2017,"11/29/2017",0,0,0,NA,"Fall","OH","High School","No","Evening","49","Handgun","Adult"
11,28,2017,"11/28/2017",0,0,0,NA,"Fall","CA","Elementary","No","Night","21","Shotgun","Adult"
11,14,2017,"11/14/2017",0,0,0,NA,"Fall","FL","High School","Yes","Morning Classes","17","Handgun","Teen"
11,14,2017,"11/14/2017",0,18,18,"National","Fall","CA","Elementary","Yes","Morning Classes","44","Handgun","Adult"
11,14,2017,"11/14/2017",0,18,18,"National","Fall","CA","Elementary","Yes","Morning Classes","44","Handgun","Adult"
11,14,2017,"11/14/2017",0,18,18,"National","Fall","CA","Elementary","Yes","Morning Classes","44","Rifle","Adult"
11,14,2017,"11/14/2017",0,18,18,"National","Fall","CA","Elementary","Yes","Morning Classes","44","Rifle","Adult"
11,10,2017,"11/10/2017",0,0,0,NA,"Fall","GA","Elementary","Yes","Morning Classes","8","Handgun","Child"
11,9,2017,"11/9/2017",0,2,2,"National","Fall","GA","High School","Yes","Afternoon Classes","15","Handgun","Teen"
11,3,2017,"11/3/2017",0,1,1,"Regional","Fall","MI","Middle school","Yes","Dismissal","21","Handgun","Adult"
10,20,2017,"10/20/2017",0,0,0,NA,"Fall","OH","High School","No","Sport Event",NA,"Handgun",NA
10,14,2017,"10/14/2017",0,0,0,NA,"Fall","NC","Elementary","No","Sport Event","22","Handgun","Adult"
9,30,2017,"9/30/2017",0,1,1,NA,"Fall","PA","Elementary","No","Night","37","Handgun","Adult"
9,29,2017,"9/29/2017",0,5,5,NA,"Fall","CA","High School","Yes","Dismissal",NA,"Other",NA
9,20,2017,"9/20/2017",0,1,1,"Regional","Fall","IL","High School","Yes","Lunch","14","Handgun","Teen"
9,13,2017,"9/13/2017",1,3,4,"National","Fall","WA","High School","Yes","Morning Classes","15","Handgun","Teen"
9,13,2017,"9/13/2017",1,3,4,"National","Fall","WA","High School","Yes","Morning Classes","15","Rifle","Teen"
9,8,2017,"9/8/2017",0,0,0,"National","Fall","OH","6th-12th","Yes","Morning Classes","18","Handgun","Teen"
8,31,2017,"8/31/2017",0,0,0,NA,"Summer","CA","High School","No","Sport Event",NA,"Handgun",NA
8,1,2017,"8/1/2017",0,1,1,NA,"Summer","GA","High School","No","Sport Event",NA,"Handgun",NA
7,21,2017,"7/21/2017",0,1,1,NA,"Summer","UT","High School","No","Night","19","Handgun","Adult"
7,19,2017,"7/19/2017",0,1,1,NA,"Summer","WI","High School","No","Sport Event","Adult","Handgun","Adult"
6,22,2017,"6/22/2017",0,0,0,NA,"Summer","SC","High School","Yes","School Start","17","Handgun","Teen"
6,16,2017,"6/16/2017",0,2,2,"National","Summer","IL","Elementary","Yes","After School","18","Handgun","Teen"
6,16,2017,"6/16/2017",0,2,2,"National","Summer","IL","Elementary","Yes","After School","16","Handgun","Teen"
6,16,2017,"6/16/2017",0,2,2,"National","Summer","IL","Elementary","Yes","After School","17","Handgun","Teen"
5,26,2017,"5/26/2017",0,1,1,NA,"Spring","OK","High School","No","Sport Event","14","Handgun","Teen"
5,24,2017,"5/24/2017",0,0,0,"Local","Spring","AL","High School","Yes","Morning Classes","Teen","Handgun","Teen"
5,23,2017,"5/23/2017",0,0,0,NA,"Spring","TX","High School","No","After School","Adult","Handgun","Adult"
5,15,2017,"5/15/2017",0,1,1,"Local","Spring","LA","Elementary","Yes","Morning Classes","Teen","Handgun","Teen"
4,15,2017,"4/15/2017",1,0,1,"Local","Spring","OR","Elementary","No","Not a School Day","Teen","Handgun","Teen"
4,10,2017,"4/10/2017",1,2,3,"National","Spring","CA","Elementary","Yes","Morning Classes","53","Handgun","Adult"
3,28,2017,"3/28/2017",0,1,1,NA,"Spring","PA","Middle school","No","After School","16","Handgun","Teen"
3,28,2017,"3/28/2017",0,1,1,NA,"Spring","PA","Middle school","No","After School","22","Handgun","Adult"
3,21,2017,"3/21/2017",0,1,1,"Regional","Spring","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
3,16,2017,"3/16/2017",0,1,1,"Local","Spring","AL","High School","Yes","Dismissal","16","Handgun","Teen"
2,18,2017,"2/18/2017",0,0,0,"Local","Winter","MN","Middle school","No","Not a School Day","32","Handgun","Adult"
2,6,2017,"2/6/2017",0,0,0,NA,"Winter","LA","High School","Yes","Lunch","Teen","Handgun","Teen"
1,27,2017,"1/27/2017",1,0,1,"Regional","Winter","IL","Middle school","No","Evening",NA,"Handgun",NA
1,27,2017,"1/27/2017",0,3,3,"Local","Winter","SC","High School","No","Sport Event","18","Handgun","Teen"
1,27,2017,"1/27/2017",0,3,3,"Local","Winter","SC","High School","No","Sport Event","19","Handgun","Adult"
1,20,2017,"1/20/2017",0,1,1,"National","Winter","OH","High School","Yes","Morning Classes","17","Shotgun","Teen"
1,10,2017,"1/10/2017",0,0,0,NA,"Winter","AL","Middle school","Yes","Afternoon Classes","Teen","Handgun","Teen"
1,1,2017,"1/1/2017",0,1,1,NA,"Winter","DE","Elementary","No","Not a School Day","19","Handgun","Adult"
12,16,2016,"12/16/2016",0,0,0,"Local","Winter","FL","High School","Yes","Dismissal","17","Other","Teen"
12,9,2016,"12/9/2016",0,1,1,NA,"Winter","NV","High School","Yes","Morning Classes","Adult","Handgun","Adult"
12,9,2016,"12/9/2016",0,1,1,NA,"Winter","MO","High School","No","Sport Event",NA,"Handgun",NA
12,1,2016,"12/1/2016",0,0,0,"National","Winter","UT","Junior High","No","Morning Classes","15","Shotgun","Teen"
11,17,2016,"11/17/2016",0,0,0,NA,"Fall","MN","Elementary","Yes","Morning Classes","8","Handgun","Child"
11,11,2016,"11/11/2016",0,1,1,"Local","Fall","MI","High School","Yes","Lunch","Adult","Handgun","Adult"
10,25,2016,"10/25/2016",0,1,1,"Regional","Fall","UT","Middle school","Yes","Dismissal","14","Handgun","Teen"
10,13,2016,"10/13/2016",0,2,2,"Local","Fall","OH","High School","No","Dismissal","16","Multiple Handguns","Teen"
10,13,2016,"10/13/2016",0,2,2,"Local","Fall","OH","High School","No","Dismissal","16","Multiple Handguns","Teen"
9,28,2016,"9/28/2016",1,3,4,"National","Fall","SC","Elementary","Yes","Afternoon Classes","14","Handgun","Teen"
9,28,2016,"9/28/2016",0,0,0,"National","Fall","TN","Middle school","Yes","Morning Classes","14","Handgun","Teen"
9,27,2016,"9/27/2016",0,3,3,NA,"Fall","OH","High School","No","Sport Event",NA,"Rifle",NA
9,26,2016,"9/26/2016",0,1,1,"Local","Fall","MS","High School","Yes","Dismissal","18","Handgun","Teen"
9,9,2016,"9/9/2016",0,0,0,NA,"Fall","IA","High School","Yes","Morning Classes","15","Handgun","Teen"
9,9,2016,"9/9/2016",0,2,2,NA,"Fall","PA","High School","No","Sport Event",NA,"Handgun",NA
9,8,2016,"9/8/2016",0,2,2,"Regional","Fall","TX","High School","Yes","Morning Classes","14","Handgun","Teen"
9,2,2016,"9/2/2016",0,1,1,"Local","Fall","OK","High School","No","Sport Event","16","Handgun","Teen"
8,19,2016,"8/19/2016",0,0,0,NA,"Summer","FL","High School","No","Sport Event",NA,"Handgun",NA
8,17,2016,"8/17/2016",0,2,2,"Local","Summer","OH","Middle school","No","Evening","Adult","Handgun","Adult"
7,25,2016,"7/25/2016",0,1,1,NA,"Summer","MO","High School","No","Night","18","Handgun","Teen"
5,15,2016,"5/15/2016",0,1,1,"Local","Spring","KS","High School","No","School Event","37","Handgun","Adult"
5,13,2016,"5/13/2016",0,0,0,"Local","Spring","SC","High School","Yes","School Start","16","Handgun","Teen"
5,6,2016,"5/6/2016",0,0,0,NA,"Spring","ID","Middle school","Yes","Afternoon Classes","14","Handgun","Teen"
5,6,2016,"5/6/2016",0,0,0,NA,"Spring","FL","Elementary","Yes",NA,"28","Handgun","Adult"
5,5,2016,"5/5/2016",1,1,2,"Regional","Spring","MD","High School","No","After School","62","Handgun","Adult"
5,4,2016,"5/4/2016",0,1,1,"Local","Spring","CO","High School","No","After School","25","Handgun","Adult"
5,2,2016,"5/2/2016",0,0,0,NA,"Spring","TX","High School","Yes","Morning Classes","15","Handgun","Teen"
4,23,2016,"4/23/2016",0,2,2,"International","Spring","WI","High School","No","School Event","18","Rifle","Teen"
3,15,2016,"3/15/2016",0,1,1,"Local","Spring","AL","High School","Yes","Dismissal","19","Handgun","Adult"
2,29,2016,"2/29/2016",0,4,4,"National","Winter","OH","High School","Yes","Lunch","14","Handgun","Teen"
2,26,2016,"2/26/2016",0,2,2,NA,"Winter","TX","High School","No","Sport Event","63","Handgun","Adult"
2,17,2016,"2/17/2016",0,1,1,"Local","Winter","PA","High School","Yes","Lunch","16","Handgun","Teen"
